id dt(s) t(yr) rFeC_pb mu0 m_l m_q kappa kfe_p kldoc_p pge phi rCLig lt_lifet ligphi lt_deepf PB(1) PB(2) PB(3) LDOC(1) LDOC(2) LDOC(3) Fe(1) Fe(2) Fe(3) PO4(1) PO4(2) PO4(3) NO3(1) NO3(2) NO3(3) Lig(1) Lig(2) Lig(3) DIC(1) DIC(2) DIC(3) ALK(1) ALK(2) ALK(3) OCPCO2(1) OCPCO2(2) OCPCO2(3) ATPCO2 Limit
53000.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .005000000000000000104083 30.000000000000000000000000 .000000000000000000000000 .000010000000000000000818 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 26.485821230561441552708857 26.499451134478462677179778 23.396986663685428453618442 14.773927269386803118322860 16.851472064256117988634287 16.724976625470286961672173 .320232816930475894245944 .310522651379894543133275 2.298480507471073686076579 .155587815986452548955299 .000225167177181522675834 31.807550864636013443487172 49.510062697770543138631183 49.537322505604308275906078 43.332393564018410359039990 2255.690020098726563446689397 2121.099882729576620477018878 2352.538970752549175813328475 2393.157871501605313824256882 2393.110104621530808799434453 2402.826992579050056519918144 266.066367826103544302895898 291.174822434044585861556698 603.329710715731039272213820 .000000000000000000000000 224.000000000000000000000000
53001.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .005000000000000000104083 30.000000000000000000000000 .000000000000000000000000 .000050000000000000002396 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 26.468852610706910866156250 26.482483984960641265615777 23.379763243340153877625198 14.795903256092314492775586 16.873442145283025439539415 16.747116414013525798054616 .320233696836174419608767 .310522652653073161221897 2.298644575241771903506560 .155601894477864710619741 .000225187548224934996162 31.810175948967426506897027 247.170008913194976685190341 247.306322655734817317352281 216.279115239526959157956298 2255.687056181469870352884755 2121.097110313845860218862072 2352.555924883558418514439836 2393.154482353353614598745480 2393.106711198447555943857878 2402.824401047582796309143305 266.066453491081688298436347 291.174783987226987846952397 603.444282712757626541133504 .000000000000000000000000 224.000000000000000000000000
53002.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .005000000000000000104083 30.000000000000000000000000 .000000000000000000000000 .000100000000000000004792 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 26.453994365845048264418438 26.467627027622551594276956 23.364681887359150636029881 14.804724245166703155973664 16.882262094244673278353730 16.756078369114224102531807 .320234467320153315395004 .310522653767960232773504 2.298788238021967966773218 .155614222221113568389583 .000225205386001580196284 31.812474553450140746235775 494.053777652726807900762651 494.326430888273534947074950 432.267528083009494821453700 2255.684459868400608684169129 2121.094682623151584266452119 2352.570747100075095659121871 2393.151514710506944538792595 2393.103739812394451291766018 2402.822131822468236350687221 266.066526481271068860223750 291.174750199036964204424294 603.544490415841323738277424 .000000000000000000000000 224.000000000000000000000000
53003.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .010000000000000000208167 30.000000000000000000000000 .000000000000000000000000 .000010000000000000000818 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 47.778561491945723105345678 47.799836806738547068107437 42.240382703100415540120594 14.972409723923234992071229 17.051118118771956488899377 16.721690675231016598445422 .319139349616129497366757 .310520555777219597892724 2.118725946401247117734101 .138092338955067894801232 .000191637532636937710879 28.931477887517019098595483 46.071776218321140561329230 46.093051533113715834133473 40.533597429476131424053165 2259.433956050366759882308543 2124.581674006187768100062385 2334.607472863081056857481599 2397.410733523713588510872796 2397.370170858702294935937971 2405.660948069234564172802493 266.008749666703693037561607 291.225664109530043788254261 495.518336624211713115073508 .000000000000000000000000 224.000000000000000000000000
53004.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .010000000000000000208167 30.000000000000000000000000 .000000000000000000000000 .000050000000000000002396 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 47.752820097036625668351917 47.774099267160025306111493 42.213868158556984155893588 14.995393436157904432093346 17.074095387605694895682973 16.744921626917335544248999 .319140658188227510638768 .310520557592614154795996 2.118978484480705581916027 .138113276113985494752967 .000191666584187322462966 28.935518496793545040191020 229.994844755758009569035494 230.101240606375910147107788 202.300085063360285175804165 2259.429443220476969145238400 2124.577468115493957157013938 2334.633184470735614013392478 2397.405592050391533121000975 2397.365023361307066807057709 2405.656958359426425886340439 266.008844971815733515541069 291.225604023135531406296650 495.654126336562114829575876 .000000000000000000000000 224.000000000000000000000000
53005.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .010000000000000000208167 30.000000000000000000000000 .000000000000000000000000 .000100000000000000004792 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 47.730726821405916382445866 47.752009300689003623574536 42.191111305602625236588210 15.004130663449686267085781 17.082831256484286797103778 16.753868400430732776840159 .319141781332536844661973 .310520559151370389994185 2.119195232384872173980739 .138131246417722841623998 .000191691519049066305810 28.938986463255055525678472 459.743072034721592444839189 459.955896827552408012707019 404.346916876689761011220980 2259.425569521141824225196615 2124.573858256397215882316232 2334.655242218612784199649468 2397.401179235128893196815625 2397.360605375663453742163256 2405.653534077438962412998080 266.008925908276069094426930 291.225552399365540168219013 495.770664874041756320366403 .000000000000000000000000 224.000000000000000000000000
53006.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .020000000000000000416334 30.000000000000000000000000 .000000000000000000000000 .000010000000000000000818 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 82.285233065222982418163156 82.311354137808493192096648 73.281863805819511981098913 15.293267938654516058250010 17.373745979193849109378789 16.715521278396693105605664 .317412451015424867950543 .310517431632615248382479 1.822662628067214241056604 .110461961348874065924619 .000141651223919433033767 24.194464794177495292615276 40.314592405719764656168991 40.327652942012704784247035 35.812907776018043648491584 2265.501948733280642045428976 2130.221553446621783223235980 2305.080692299503880349220708 2404.303087966140083153732121 2404.272458079859461577143520 2410.329715034929904504679143 265.919411231606318324338645 291.307759790788679765682900 367.234016805509497771708993 .000000000000000000000000 224.000000000000000000000000
53007.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .020000000000000000416334 30.000000000000000000000000 .000000000000000000000000 .000050000000000000002396 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 82.251042813877006665279623 82.277171559058814409581828 73.245619374694683756388258 15.318678160198768267719061 17.399149195398077694107997 16.741259566344982800956132 .317414134674758652288062 .310517433791751118477009 1.823007745501587395509091 .110488899893531750118214 .000141685765407159917299 24.199986673122793945367448 201.235805392408195757525391 201.301127255364576740248594 178.722246794452900076066726 2265.495941333067094092257321 2130.215968319989315205020830 2305.115535990981243230635300 2404.296258670997758599696681 2404.265621575458681036252528 2410.324260759464323200518265 265.919507846100600545469206 291.307678853976767641142942 367.356790248822335342993028 .000000000000000000000000 224.000000000000000000000000
53008.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .001024500000000000020026 .250000000000000000000000 .020000000000000000416334 30.000000000000000000000000 .000000000000000000000000 .000100000000000000004792 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 82.222105936466320486033510 82.248241175992404805583647 73.214943945004819170208066 15.327300585215020589657797 17.407770023880132725935255 16.750156442421534563891328 .317415559678624392692114 .310517435618935522256834 1.823299835216982023311516 .110511699955407868833923 .000141715000394866696455 24.204660108569132859202000 402.277037625217701588553609 402.407713822848222662287299 357.241227667910095533443382 2265.490856834137957775965333 2130.211241342070934479124844 2305.145022673003495583543554 2404.290478704997894965345040 2404.259835507783463981468230 2410.319644539519686077255756 265.919589336620447284076363 291.307610335506183218967635 367.460734153423572934116237 .000000000000000000000000 224.000000000000000000000000
53009.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000115740740740740742 .000000000000000000100000 1.000000000000000000000000 .000000102450000000000007 .010245000000000000633937 .250000000000000000000000 .005000000000000000104083 30.000000000000000000000000 .000000000000000000000000 .000010000000000000000818 1.000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 25.630587972524164541709979 25.644292060458187876292868 22.528911266293519588543859 15.706048126517330842943920 17.783550620372739814456509 17.665200533188574638643331 .320277182355538259095340 .310522715574928998005788 2.306749666070492477132348 .156297662787526853156450 .000226194297777470443170 31.939857402226792260080401 48.441999356800671705514105 48.469407532668711269252526 42.238645944339467064310156 2255.541288908559181436430663 2120.960199766451751202112064 2353.408495251711428863927722 2392.987055550531749759102240 2392.939073140851633070269600 2402.696377124600530805764720 266.071986372315166136104381 291.172963467344175114703830 609.226202782060795470897574 .000000000000000000000000 224.000000000000000000000000
