      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
          0               2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2200.00000 2100.00000 2400.00000 2350.00000 2350.00000 2400.00000    2.00000    0.00000    2.50000   25.00000    0.00000   35.00000    0.00000    0.00000    0.00000    2.00000    2.00000    2.00000    0.00000    0.00000    0.00000    0.28571  237.33609  313.93736  995.96146  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        500        324    2.00001   20.00005    4.00001   34.00009   35.50010   34.75010 2266.14033 2101.35205 2390.99397 2397.18432 2387.38616 2399.61223    2.07935    0.30895    2.49752   28.28997    0.04392   34.99163    0.00192    0.25742    0.41362    1.07480    0.45579    1.64090    0.34414    1.45098   -1.79513    0.19151  284.97079  268.32868  914.64179  280.00077    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       1500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2264.27462 2103.77566 2378.90676 2396.37398 2388.23887 2399.60126    1.87735    0.31291    2.49798   25.06946    0.03835   34.99954    0.00287    0.38080    0.61666    1.19191    0.48707    1.82135    0.51026    1.28587   -1.79613    0.28372  281.94435  270.83918  809.77517  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       2500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.89816 2103.83484 2371.43521 2396.32535 2388.23880 2399.60138    1.86800    0.31289    2.49800   24.91981    0.03812   34.99992    0.00291    0.38473    0.62592    1.19579    0.48839    1.82705    0.51783    1.27819   -1.79602    0.28800  281.20488  270.92525  751.12172  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       3500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.70386 2103.82192 2366.71391 2396.32366 2388.23880 2399.60139    1.86767    0.31289    2.49800   24.91461    0.03811   34.99993    0.00291    0.38487    0.62624    1.19592    0.48843    1.82724    0.51809    1.27792   -1.79601    0.28815  280.79177  270.90647  716.42822  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       4500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.58227 2103.81198 2363.72659 2396.32360 2388.23880 2399.60139    1.86766    0.31289    2.49800   24.91443    0.03811   34.99993    0.00291    0.38487    0.62625    1.19593    0.48843    1.82724    0.51810    1.27791   -1.79601    0.28816  280.53228  270.89202  695.39881  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       5500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.50530 2103.80562 2361.83627 2396.32360 2388.23880 2399.60139    1.86766    0.31289    2.49800   24.91442    0.03811   34.99993    0.00291    0.38487    0.62625    1.19593    0.48843    1.82725    0.51810    1.27791   -1.79601    0.28816  280.36815  270.88278  682.45369  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       6500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.45656 2103.80160 2360.64011 2396.32360 2388.23880 2399.60139    1.86766    0.31289    2.49800   24.91442    0.03811   34.99993    0.00291    0.38487    0.62625    1.19593    0.48843    1.82725    0.51810    1.27791   -1.79601    0.28816  280.26430  270.87692  674.40511  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       7500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.42571 2103.79905 2359.88320 2396.32360 2388.23880 2399.60139    1.86766    0.31289    2.49800   24.91442    0.03811   34.99993    0.00291    0.38487    0.62625    1.19593    0.48843    1.82725    0.51810    1.27791   -1.79601    0.28816  280.19859  270.87321  669.36878  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       8500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.40618 2103.79743 2359.40424 2396.32360 2388.23880 2399.60139    1.86766    0.31289    2.49800   24.91442    0.03811   34.99993    0.00291    0.38487    0.62625    1.19593    0.48843    1.82725    0.51810    1.27791   -1.79601    0.28816  280.15700  270.87087  666.20442  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       9500        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.39382 2103.79641 2359.10116 2396.32360 2388.23880 2399.60139    1.86766    0.31289    2.49800   24.91442    0.03811   34.99993    0.00291    0.38487    0.62625    1.19593    0.48843    1.82725    0.51810    1.27791   -1.79601    0.28816  280.13069  270.86938  664.21107  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
