      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
          0               2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2200.00000 2100.00000 2400.00000 2350.00000 2350.00000 2400.00000    2.00000    0.00000    2.50000   25.00000    0.00000   35.00000    1.00000    1.00000    1.00000    2.00000    2.00000    2.00000    0.00000    0.00000    0.00000    0.28571  237.33609  313.93736  995.96146  280.00000    2.00000    2.00000    2.00000  100.00000  100.00000  100.00000
        525        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.01483 2104.83665 2391.24642 2397.97786 2392.51758 2399.46124    2.13303    0.31301    2.50386   29.16038    0.04003   35.09368    0.00160    0.47690    0.34412   11.42761    8.33634    0.34421    0.28755    1.34070   -1.62825    0.16907  285.47098  267.42141  917.49476  280.00000    3.44958   23.27796    1.21807    4.17500  238.72582   12.55514
        575        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.98483 2104.83413 2390.49329 2397.97786 2392.51757 2399.46124    2.13303    0.31301    2.50386   29.16037    0.04003   35.09368    0.00160    0.47690    0.34412   11.42764    8.33631    0.34421    0.28755    1.34070   -1.62825    0.16907  285.40552  267.41783  910.60295  280.00000    3.44958   23.27792    1.21807    4.17498  238.72607   12.55508
        625        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.95550 2104.83167 2389.75719 2397.97786 2392.51757 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  285.34155  267.41431  903.91350  280.00000    3.44958   23.27789    1.21807    4.17497  238.72627   12.55508
        675        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.92683 2104.82926 2389.03775 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  285.27903  267.41088  897.41972  280.00000    3.44958   23.27789    1.21807    4.17497  238.72630   12.55507
        725        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.89881 2104.82690 2388.33458 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  285.21792  267.40752  891.11520  280.00000    3.44958   23.27789    1.21807    4.17497  238.72632   12.55507
        775        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.87140 2104.82460 2387.64732 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  285.15820  267.40423  884.99373  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
        825        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.84461 2104.82235 2386.97560 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  285.09983  267.40101  879.04935  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
        875        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.81842 2104.82015 2386.31908 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  285.04278  267.39787  873.27627  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
        925        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.79282 2104.81800 2385.67741 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.98702  267.39480  867.66896  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
        975        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.76779 2104.81590 2385.05026 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.93252  267.39180  862.22206  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1025        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.74331 2104.81384 2384.43730 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.87926  267.38886  856.93040  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1075        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.71939 2104.81183 2383.83820 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.82720  267.38599  851.78901  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1125        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.69600 2104.80987 2383.25265 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.77632  267.38319  846.79308  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1175        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.67314 2104.80794 2382.68035 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.72659  267.38044  841.93799  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1225        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.65078 2104.80607 2382.12100 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.67799  267.37776  837.21928  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1275        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.62893 2104.80423 2381.57430 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.63048  267.37514  832.63262  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1325        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.60757 2104.80244 2381.03996 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.58406  267.37258  828.17388  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1375        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.58669 2104.80068 2380.51772 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.53868  267.37007  823.83905  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1425        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.56627 2104.79897 2380.00729 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.49433  267.36762  819.62425  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1475        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.54631 2104.79729 2379.50840 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.45098  267.36523  815.52577  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1525        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.52680 2104.79565 2379.02081 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.40862  267.36289  811.54000  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1575        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.50773 2104.79405 2378.54424 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.36721  267.36060  807.66346  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1625        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.48908 2104.79248 2378.07845 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.32674  267.35836  803.89281  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1675        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.47086 2104.79095 2377.62320 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.28718  267.35618  800.22481  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1725        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.45304 2104.78945 2377.17825 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.24852  267.35404  796.65634  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1775        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.43562 2104.78799 2376.74336 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.21074  267.35195  793.18437  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1825        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.41860 2104.78656 2376.31831 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.17381  267.34991  789.80600  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1875        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.40195 2104.78516 2375.90288 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.13772  267.34791  786.51840  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1925        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.38568 2104.78379 2375.49684 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.10244  267.34596  783.31887  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       1975        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.36978 2104.78245 2375.09999 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.06796  267.34405  780.20478  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2025        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.35423 2104.78115 2374.71212 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.03426  267.34219  777.17359  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2075        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.33903 2104.77987 2374.33302 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  284.00133  267.34036  774.22284  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2125        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.32418 2104.77862 2373.96250 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.96913  267.33858  771.35017  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2175        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.30965 2104.77740 2373.60035 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.93767  267.33684  768.55330  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2225        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.29546 2104.77621 2373.24640 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.90692  267.33514  765.82999  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2275        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.28158 2104.77504 2372.90046 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.87687  267.33347  763.17812  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2325        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.26801 2104.77390 2372.56235 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.84749  267.33184  760.59561  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2375        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.25475 2104.77279 2372.23188 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.81878  267.33025  758.08046  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2425        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.24179 2104.77170 2371.90888 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.79072  267.32870  755.63073  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2475        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.22912 2104.77063 2371.59320 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.76330  267.32718  753.24456  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2525        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.21674 2104.76959 2371.28465 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.73649  267.32569  750.92011  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2575        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.20463 2104.76857 2370.98309 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.71029  267.32424  748.65565  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2625        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.19280 2104.76758 2370.68835 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.68469  267.32282  746.44947  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2675        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.18123 2104.76661 2370.40027 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.65966  267.32143  744.29993  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2725        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.16992 2104.76566 2370.11871 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.63520  267.32008  742.20544  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2775        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.15887 2104.76473 2369.84352 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.61129  267.31875  740.16444  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2825        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.14806 2104.76382 2369.57456 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.58793  267.31746  738.17547  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2875        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.13750 2104.76293 2369.31168 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.56509  267.31619  736.23705  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2925        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.12718 2104.76207 2369.05474 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.54277  267.31495  734.34780  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       2975        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.11709 2104.76122 2368.80362 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.52096  267.31374  732.50636  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       3025        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.10723 2104.76039 2368.55818 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.49963  267.31256  730.71141  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       3075        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.09758 2104.75958 2368.31829 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.47879  267.31140  728.96169  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       3125        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.08816 2104.75879 2368.08383 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.45843  267.31027  727.25594  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       3175        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.07895 2104.75801 2367.85467 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.43852  267.30916  725.59298  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
       3225        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.06994 2104.75725 2367.63070 2397.97785 2392.51756 2399.46124    2.13303    0.31301    2.50386   29.16036    0.04003   35.09368    0.00160    0.47690    0.34412   11.42765    8.33629    0.34421    0.28755    1.34070   -1.62825    0.16907  283.41906  267.30808  723.97164  280.00000    3.44958   23.27788    1.21807    4.17497  238.72633   12.55507
