id dt(s) t(yr) rFeC_pb mu0 m_l m_q kappa kfe_p kldoc_p pge phi rCLig PB(1) PB(2) PB(3) LDOC(1) LDOC(2) LDOC(3) Fe(1) Fe(2) Fe(3) PO4(1) PO4(2) PO4(3) NO3(1) NO3(2) NO3(3) Lig(1) Lig(2) Lig(3) DIC(1) DIC(2) DIC(3) ALK(1) ALK(2) ALK(3) OCPCO2(1) OCPCO2(2) OCPCO2(3) ATPCO2 Limit
25000.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000100000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .000000099999999999999995 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .001762205508824812773966 .001888549450877976881510 .001735647444979082328412 .004015789739372260108707 .758150509935913485826120 .845937697010707645439709 1.650531799086028872380894 .312578857355592765188135 2.499397577146472926301612 21.440371530472976502323945 .033124462786031642902440 35.022223979440084917769127 2.426096134307981433408941 2.489268105334550451601672 2.412817102385113265938799 2261.707480333117473492166027 2105.722377698693890124559402 2360.846227239550898957531899 2395.176614403934308938914910 2388.219284375677489151712507 2399.590711138242113520391285 278.146040031573477335768985 273.709706784209288343845401 675.858282614734434901038185 .000000000000000000000000 324.000000000000000000000000
25001.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000100000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .000000999999999999999955 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .009428971849734674517962 .010692336280373210960493 .009163392366437423178227 .004015768594930267665344 .758226434790263970064927 .845933378030523375201710 1.650463140509572435021823 .312578732025241612380029 2.499326879186508421071267 21.439272993250579446566917 .033122457501302257631970 35.021092812081555223358009 2.426084569172116900404035 2.489252790704032936019985 2.412805595007256442841026 2261.708307405753657803870738 2105.724406418765738635556772 2360.839665806059656461002305 2395.177790731904224230675027 2388.221044480660566478036344 2399.591829057121685764286667 278.145394636354410522471881 273.710609760777686005894793 675.806774659084112499840558 .000000000000000000000000 324.000000000000000000000000
25002.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000100000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .000010000000000000000818 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .086073822353032250487281 .098699970302170439429013 .083418143015618076430151 .004015557193991370170394 .758985398242119857492582 .845890197014296130184619 1.649776763365014886630888 .312577479179321271463010 2.498620115860616053282683 21.428290958938706722847201 .033102411967602954345757 35.009784598868328941989603 2.425968947301464506693947 2.489099687047162223763053 2.412690550614393192319085 2261.716575644235945219406858 2105.744686840839221986243501 2360.774071708671726810280234 2395.189550541132120997644961 2388.238639492968104605097324 2399.603004838233573536854237 278.138942661233159014955163 273.719636816502656984084751 675.292101309918734841630794 .000000000000000000000000 324.000000000000000000000000
25003.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000100000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .000100000000000000004792 .000000000000000000000000 .011416082750081626290273 4.609848881983860557909338 .032993950847864300657264 .116996694932648637177408 .137498837231171733286317 .090009656005810664836098 .004015243328145406617735 .759165701191996000751772 .845825384717621031605006 1.649545601705210140508484 .312576945699068298178958 2.498554551724518013600118 21.424592372380725890934627 .033093876282434042668257 35.008735572689651860400772 2.425784125233316768088798 2.488898778048846960331275 2.412506695114943422453280 2261.720419424680130759952590 2105.753574427973489946452901 2360.774156747850156534695998 2395.194534932095848489552736 2388.247146426879226055461913 2399.603987574731036147568375 278.137081664076276865671389 273.722650028134864896856016 675.285995575662013834516983 .000000000000000000000000 324.000000000000000000000000
25004.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000100000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .001000000000000000020817 .000000000000000000000000 .066400602018983498342486 47.254858876617213070403523 .191968920373157492242910 .344355850749224090545653 .187262091638205785404381 .074487826516275348898155 .004014953348669556693062 .758545225686076074467223 .845762771517246325636563 1.647453148733405647874406 .312575789833568373765615 2.498693725749383087730848 21.391113124833999847851373 .033075382436604496005916 35.010962357089645990981808 2.425588536108017834180828 2.488668058476250166677346 2.412311943037824590874152 2261.744364392285660869674757 2105.786734506562879687407985 2360.812933941489973221905529 2395.229134954517121514072642 2388.264030601142167142825201 2399.601632777743361657485366 278.117102055361840484692948 273.751489038086560867668595 675.561340228123299311846495 .000000000000000000000000 324.000000000000000000000000
25005.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000100000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .010000000000000000208167 .000000000000000000000000 .459780282371183401934900 240.614879150798799400945427 1.332348756795844746392277 2.782998814135975162997738 .480805966387179928300810 .085254608657962943629727 .004013417377832292388951 .756309849327084782188990 .845424735830694218385872 1.624723845739071581562030 .312569634321667011445101 2.498551172565663058833252 21.027444276924036614673241 .032976894245548712958360 35.008681506149500251012796 2.424553045231483849875076 2.487444914900302173066393 2.411280881568290901384444 2261.997784442880401911679655 2106.073864300476998323574662 2361.031563781707973248558119 2395.598735165890047937864438 2388.354163364419946447014809 2399.603230374580562056507915 277.897874981663221660710406 274.067841466634604330465663 677.015297975067824154393747 .000000000000000000000000 324.000000000000000000000000
25006.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000010000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .000000099999999999999995 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .001258408912900285019434 .001384753269556329583270 .001231850837535733737479 .004015791705075221623700 .758146318261544882588510 .845938098525642390157486 1.650536188681279048395822 .312578864277138934735234 2.499402366084275683988380 21.440441763998116186940024 .033124573531879919485732 35.022300602446058803707274 2.426097240156650070019850 2.489269418484659990298269 2.412818202474379170041630 2261.707424611576698225690052 2105.722257056745092995697632 2360.846664230846727150492370 2395.176536470934024691814557 2388.219183652875472034793347 2399.590635281828781444346532 278.146080413780453000072157 273.709648413602167238423135 675.861722647024976140528452 .000000000000000000000000 324.000000000000000000000000
25007.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000010000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .000000999999999999999955 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .008924470873537928075625 .010187839455858665668742 .008658891274853945316248 .004015770563956529148886 .758222237424693079610449 .845933780224438214290217 1.650467536126131173901399 .312578738956382495839392 2.499331674821974047517870 21.439343323113885020347880 .033122568397891821723178 35.021169542247370998211409 2.426085676896762688414810 2.489254106012825484839368 2.412806696962556785024390 2261.708251605636633030371740 2105.724285610004699265118688 2360.840103408305367338471115 2395.177712689561758452327922 2388.220943617978718975791708 2399.591753094869545748224482 278.145435073829048633342609 273.710551310031291905033868 675.810219198155664344085380 .000000000000000000000000 324.000000000000000000000000
25008.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000010000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .000010000000000000000818 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .000000000000000000000000 .085561955224457197921595 .098188145281552161036664 .082906274712381752833856 .004015559197820805885371 .758981141361935951472617 .845890606318765114757241 1.649781221930146868359657 .312577486208955868107751 2.498624981527404642633883 21.428362295979525242728414 .033102524440481895240396 35.009862449535653183829709 2.425970074675969812005860 2.489101024961431818383062 2.412691672115583330082700 2261.716519021074418560601771 2105.744564286589593393728137 2360.774515703251381637528539 2395.189471353673525300109759 2388.238537165951129281893373 2399.602927767457003938034177 278.138983677078840628382750 273.719577528069009986211313 675.295593103070132201537490 .000000000000000000000000 324.000000000000000000000000
25009.000000000000000000000000 43200.000000000000000000000000 10000.000000000000000000000000 .000039999999999999996496 .000000115740740740740742 .000000011574074074074074 .000000000000000000010000 .000000000000000000000000 .000001024500000000000101 .001024500000000000020026 .250000000000000000000000 .000100000000000000004792 .000000000000000000000000 .011153084499172466123595 4.875519820098999979052223 .032231898789390742154914 .115243372458384646384033 .132913000334924064071984 .088256226460898326569016 .004015260270055416060020 .759121014980876473998705 .845828861542210264090613 1.649559016072755124326932 .312577005758521930811611 2.498571412776903422070518 21.424807002262198807329696 .033094837234487160804175 35.009005349528571571227076 2.425793551404670012061615 2.488910003310222052164136 2.412516071681223284173257 2261.720204712039503647247329 2105.752763272612810396822169 2360.775559230065937299514189 2395.194253980188022978836671 2388.246272792076979385456070 2399.603724442969451047247276 278.137191685529955975653138 273.722490178851501241297228 675.297160314407506120915059 .000000000000000000000000 324.000000000000000000000000
