      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
          0               2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2200.00000 2100.00000 2400.00000 2350.00000 2350.00000 2400.00000    2.00000    0.00000    2.50000   25.00000    0.00000   35.00000    0.00000    0.00000    0.00000    2.00000    2.00000    2.00000    0.00000    0.00000    0.00000    0.28571  237.33609  313.93736  995.96146  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        500        324    2.00001   20.00005    4.00001   34.00009   35.50010   34.75010 2263.93667 2103.79026 2391.35148 2395.75146 2387.38390 2399.61579    1.80380    0.30851    2.49820   23.88115    0.03696   35.00259    0.00327    0.58408    0.69517    4.32819    1.67962    6.67370    0.57445    1.22487   -1.79932    0.31766  282.24874  271.90558  917.77301  280.00077    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       1500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2254.27434 2114.56794 2382.02970 2389.87694 2388.22890 2399.61742    0.62792    0.31099    2.50109    5.07856    0.00765   35.04925    0.04332    1.76189    1.91552    8.38666    3.20558   12.88002    1.54336    0.26052   -1.80387    0.85506  269.87190  287.14054  835.27157  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       2500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.62515 2117.12600 2378.42547 2388.28283 2388.22649 2399.62138    0.32136    0.31052    2.50185    0.17361    0.00026   35.06145    0.72861    2.68372    2.90807    9.68286    3.69843   14.85972    1.79221    0.00891   -1.80112    0.99505  266.58716  291.14557  805.47353  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       3500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.53280 2117.11898 2376.29175 2388.28283 2388.22649 2399.62138    0.32136    0.31052    2.50185    0.17361    0.00026   35.06145    1.45756    3.26265    3.63703   10.02849    3.83159   15.38918    1.79221    0.00891   -1.80112    0.99505  266.40239  291.13440  788.38238  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       4500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.47432 2117.11452 2374.94161 2388.28283 2388.22649 2399.62138    0.32136    0.31052    2.50185    0.17361    0.00026   35.06145    1.92170    3.52230    4.10091   10.11866    3.86634   15.52730    1.79221    0.00891   -1.80112    0.99505  266.28548  291.12732  777.76463  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       5500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.43730 2117.11171 2374.08730 2388.28283 2388.22649 2399.62138    0.32136    0.31052    2.50185    0.17361    0.00026   35.06145    2.17805    3.61714    4.35701   10.14219    3.87540   15.56334    1.79221    0.00891   -1.80112    0.99505  266.21151  291.12284  771.12447  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       6500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.41387 2117.10992 2373.54672 2388.28283 2388.22649 2399.62138    0.32136    0.31052    2.50185    0.17361    0.00026   35.06145    2.30771    3.65330    4.48652   10.14833    3.87776   15.57274    1.79221    0.00891   -1.80112    0.99505  266.16470  291.12001  766.95407  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       7500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.39904 2117.10879 2373.20466 2388.28283 2388.22649 2399.62138    0.32136    0.31052    2.50185    0.17361    0.00026   35.06145    2.37057    3.66836    4.54930   10.14993    3.87838   15.57519    1.79221    0.00891   -1.80112    0.99505  266.13509  291.11822  764.32767  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       8500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.38965 2117.10808 2372.98821 2388.28283 2388.22649 2399.62138    0.32136    0.31052    2.50185    0.17361    0.00026   35.06145    2.40045    3.67499    4.57914   10.15034    3.87854   15.57583    1.79221    0.00891   -1.80112    0.99505  266.11635  291.11708  762.67077  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
       9500        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.38371 2117.10763 2372.85126 2388.28283 2388.22649 2399.62138    0.32136    0.31052    2.50185    0.17361    0.00026   35.06145    2.41451    3.67799    4.59318   10.15045    3.87858   15.57600    1.79221    0.00891   -1.80112    0.99505  266.10449  291.11636  761.62434  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
