      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
        925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.81703 2099.81509 2385.51311 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  288.15156  263.14950  867.73668  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
        975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.79007 2099.81279 2384.82853 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  288.09204  263.14627  861.79186  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.76372 2099.81054 2384.15943 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  288.03386  263.14312  856.01969  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.73796 2099.80834 2383.50547 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.97701  263.14003  850.41449  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.71277 2099.80619 2382.86631 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.92144  263.13702  844.97083  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.68814 2099.80408 2382.24160 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.86712  263.13407  839.68344  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.66407 2099.80203 2381.63102 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.81404  263.13118  834.54728  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.64054 2099.80001 2381.03426 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.76216  263.12836  829.55744  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.61753 2099.79805 2380.45100 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.71145  263.12561  824.70924  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.59504 2099.79613 2379.88093 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.66189  263.12291  819.99814  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.57305 2099.79425 2379.32376 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.61345  263.12028  815.41977  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.55155 2099.79241 2378.77919 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.56611  263.11771  810.96990  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.53054 2099.79062 2378.24694 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.51984  263.11519  806.64449  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.51000 2099.78886 2377.72673 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.47461  263.11273  802.43961  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.48992 2099.78714 2377.21829 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.43041  263.11032  798.35148  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.47028 2099.78547 2376.72134 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.38721  263.10797  794.37645  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.45109 2099.78383 2376.23565 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.34499  263.10567  790.51101  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.43233 2099.78222 2375.76093 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.30372  263.10343  786.75177  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.41399 2099.78066 2375.29696 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.26339  263.10123  783.09545  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.39606 2099.77912 2374.84348 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.22397  263.09908  779.53889  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.37854 2099.77763 2374.40026 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.18544  263.09698  776.07904  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       1975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.36140 2099.77616 2373.96707 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.14778  263.09493  772.71296  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.34466 2099.77473 2373.54368 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.11098  263.09292  769.43780  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.32828 2099.77333 2373.12986 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.07501  263.09096  766.25083  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.31228 2099.77196 2372.72541 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.03985  263.08905  763.14938  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.29663 2099.77063 2372.33010 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  287.00548  263.08717  760.13091  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.28134 2099.76932 2371.94374 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.97190  263.08534  757.19294  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.26639 2099.76804 2371.56611 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.93907  263.08355  754.33308  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.25178 2099.76679 2371.19703 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.90699  263.08180  751.54901  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.23749 2099.76557 2370.83630 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.87564  263.08009  748.83852  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.22353 2099.76438 2370.48373 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.84499  263.07842  746.19945  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.20988 2099.76321 2370.13913 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.81504  263.07678  743.62970  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.19654 2099.76207 2369.80233 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.78576  263.07518  741.12727  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.18349 2099.76096 2369.47315 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.75715  263.07362  738.69020  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.17074 2099.75987 2369.15141 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.72918  263.07209  736.31661  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.15828 2099.75880 2368.83695 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.70185  263.07060  734.00468  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.14610 2099.75776 2368.52961 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.67513  263.06914  731.75264  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.13419 2099.75674 2368.22922 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.64902  263.06772  729.55879  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.12255 2099.75575 2367.93562 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.62350  263.06632  727.42147  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.11117 2099.75478 2367.64867 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.59856  263.06496  725.33908  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.10005 2099.75382 2367.36820 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.57418  263.06363  723.31008  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       2975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.08918 2099.75290 2367.09408 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.55036  263.06232  721.33298  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       3025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.07855 2099.75199 2366.82616 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.52707  263.06105  719.40631  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       3075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.06816 2099.75110 2366.56431 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.50431  263.05981  717.52867  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       3125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.05801 2099.75023 2366.30837 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.48206  263.05859  715.69870  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       3175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.04808 2099.74938 2366.05823 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.46032  263.05740  713.91509  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       3225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.03838 2099.74855 2365.81374 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.43907  263.05624  712.17655  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
       3275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.02890 2099.74774 2365.57478 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  286.41830  263.05510  710.48186  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
