      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
      10175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63577 2099.71414 2355.68931 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55916  263.00802  644.19224  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63538 2099.71410 2355.67938 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55830  263.00797  644.12930  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63499 2099.71407 2355.66967 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55746  263.00793  644.06778  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63461 2099.71404 2355.66018 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55663  263.00788  644.00766  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63424 2099.71401 2355.65091 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55583  263.00784  643.94890  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63388 2099.71398 2355.64184 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55504  263.00779  643.89148  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63353 2099.71395 2355.63298 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55427  263.00775  643.83537  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63318 2099.71392 2355.62432 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55352  263.00771  643.78053  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63285 2099.71389 2355.61586 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55278  263.00767  643.72694  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63252 2099.71386 2355.60759 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55206  263.00763  643.67456  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63220 2099.71383 2355.59950 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55136  263.00759  643.62337  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63188 2099.71380 2355.59160 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55067  263.00755  643.57335  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63157 2099.71378 2355.58388 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.55000  263.00752  643.52446  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63127 2099.71375 2355.57633 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54935  263.00748  643.47668  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63098 2099.71373 2355.56895 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54871  263.00744  643.42999  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63069 2099.71370 2355.56174 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54808  263.00741  643.38436  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      10975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63041 2099.71368 2355.55469 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54747  263.00738  643.33976  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.63014 2099.71366 2355.54781 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54687  263.00734  643.29617  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62987 2099.71363 2355.54107 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54628  263.00731  643.25358  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62961 2099.71361 2355.53449 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54571  263.00728  643.21195  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62935 2099.71359 2355.52806 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54515  263.00725  643.17126  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62910 2099.71357 2355.52178 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54461  263.00722  643.13150  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62885 2099.71355 2355.51563 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54407  263.00719  643.09264  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62861 2099.71353 2355.50963 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54355  263.00716  643.05467  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62838 2099.71351 2355.50376 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54304  263.00713  643.01755  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62815 2099.71349 2355.49802 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54254  263.00711  642.98128  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62793 2099.71347 2355.49242 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54205  263.00708  642.94583  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62771 2099.71345 2355.48694 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54158  263.00705  642.91118  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62750 2099.71343 2355.48158 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54111  263.00703  642.87732  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62729 2099.71341 2355.47635 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54066  263.00700  642.84423  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62708 2099.71339 2355.47123 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.54021  263.00698  642.81188  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62688 2099.71338 2355.46623 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53978  263.00695  642.78027  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62669 2099.71336 2355.46135 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53935  263.00693  642.74938  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62650 2099.71334 2355.45657 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53894  263.00691  642.71919  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62631 2099.71333 2355.45190 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53853  263.00689  642.68968  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62613 2099.71331 2355.44734 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53814  263.00686  642.66084  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      11975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62595 2099.71330 2355.44288 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53775  263.00684  642.63266  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62578 2099.71328 2355.43852 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53737  263.00682  642.60511  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62561 2099.71327 2355.43426 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53700  263.00680  642.57819  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62544 2099.71325 2355.43010 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53664  263.00678  642.55188  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62528 2099.71324 2355.42603 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53628  263.00676  642.52617  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62512 2099.71323 2355.42205 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53594  263.00674  642.50104  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62497 2099.71321 2355.41816 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53560  263.00673  642.47647  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62482 2099.71320 2355.41436 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53527  263.00671  642.45247  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62467 2099.71319 2355.41065 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53495  263.00669  642.42901  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62453 2099.71318 2355.40702 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53463  263.00667  642.40608  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62438 2099.71316 2355.40347 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53432  263.00666  642.38367  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62425 2099.71315 2355.40000 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53402  263.00664  642.36177  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62411 2099.71314 2355.39661 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53373  263.00662  642.34036  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62398 2099.71313 2355.39330 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53344  263.00661  642.31944  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62385 2099.71312 2355.39006 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53316  263.00659  642.29899  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62372 2099.71311 2355.38690 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53288  263.00658  642.27901  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62360 2099.71310 2355.38381 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53262  263.00656  642.25948  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62348 2099.71309 2355.38079 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53235  263.00655  642.24039  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62336 2099.71308 2355.37783 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53210  263.00653  642.22173  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62325 2099.71307 2355.37494 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53185  263.00652  642.20350  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      12975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62313 2099.71306 2355.37212 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53160  263.00651  642.18568  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62302 2099.71305 2355.36936 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53136  263.00649  642.16826  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62292 2099.71304 2355.36667 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53113  263.00648  642.15124  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62281 2099.71303 2355.36403 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53090  263.00647  642.13460  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62271 2099.71302 2355.36146 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53067  263.00645  642.11834  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62261 2099.71301 2355.35894 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53045  263.00644  642.10245  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62251 2099.71300 2355.35648 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53024  263.00643  642.08692  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62242 2099.71300 2355.35408 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.53003  263.00642  642.07174  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62232 2099.71299 2355.35173 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.52983  263.00641  642.05690  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62223 2099.71298 2355.34943 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.52963  263.00640  642.04240  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62214 2099.71297 2355.34718 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.52943  263.00639  642.02823  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
      13525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.62205 2099.71296 2355.34499 2399.09059 2390.01916 2399.29274    2.46404    0.31367    2.51456   34.45642    0.05066   35.26480    0.00021    0.05004    0.04066    1.51637    1.82407    0.04065    0.03918    1.68563   -1.72480    0.02292  285.52924  263.00638  642.01438  280.00000    0.40841   10.62412    0.10128    2.64894  416.32848    7.86853
