      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
          0               2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2200.00000 2100.00000 2400.00000 2350.00000 2350.00000 2400.00000    2.00000    0.00000    2.50000   25.00000    0.00000   35.00000    0.00000    0.00000    0.00000    2.00000    2.00000    2.00000    0.00000    0.00000    0.00000    0.28571  237.33609  313.93736  995.96146  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
         25        333    2.00011   20.00110    4.00022   34.00186   35.50195   34.75190 2265.04409 2087.14699 2399.26478 2394.30777 2372.03400 2399.85949    2.40499    0.23391    2.49740   33.28333    0.09654   34.98070    0.00021    0.02855    0.04057    0.70307    0.20940    1.91543    0.03892    1.70247   -1.74139    0.04852  289.10403  265.53590  990.02334  280.01534    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
         75        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.99067 2098.58007 2397.99839 2398.99776 2387.41615 2399.60088    2.38027    0.31072    2.49675   33.11562    0.05664   34.97949    0.00056    0.02151    0.11804    0.67821    0.11549    1.99309    0.10231    1.69969   -1.80199    0.05328  288.48867  264.33703  980.05122  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        125        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.38686 2099.87583 2397.01909 2398.61885 2388.20605 2399.59595    2.30898    0.31344    2.49691   31.97550    0.04925   34.98237    0.00088    0.06164    0.18922    0.75797    0.12645    2.22856    0.16055    1.64011   -1.80065    0.08595  287.70637  265.28093  970.59843  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        175        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.82732 2100.51062 2396.07979 2398.27260 2388.24027 2399.59655    2.24247    0.31347    2.49707   30.91131    0.04756   34.98501    0.00119    0.09061    0.25576    0.85303    0.13987    2.50657    0.21498    1.58552   -1.80051    0.11644  286.97281  266.14342  961.55842  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        225        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.29760 2101.08261 2395.17498 2397.94612 2388.24128 2399.59735    2.17968    0.31338    2.49723   29.90680    0.04597   34.98751    0.00148    0.11325    0.31862    0.94884    0.15349    2.78590    0.26642    1.53400   -1.80042    0.14521  286.27829  266.95736  952.91896  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        275        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.79268 2101.62319 2394.30309 2397.63580 2388.24086 2399.59812    2.12001    0.31329    2.49738   28.95198    0.04446   34.98989    0.00175    0.13221    0.37841    1.03943    0.16640    3.04959    0.31533    1.48503   -1.80036    0.17256  285.61686  267.73100  944.65944  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        325        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2266.30982 2102.13714 2393.46279 2397.33973 2388.24039 2399.59886    2.06307    0.31320    2.49752   28.04099    0.04302   34.99215    0.00202    0.14855    0.43548    1.12240    0.17821    3.29081    0.36201    1.43830   -1.80032    0.19865  284.98497  268.46914  936.76027  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        375        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2265.84739 2102.62672 2392.65282 2397.05678 2388.23995 2399.59956    2.00866    0.31311    2.49765   27.17037    0.04165   34.99432    0.00227    0.16280    0.49002    1.19700    0.18882    3.50754    0.40663    1.39365   -1.80028    0.22358  284.38050  269.17462  929.20300  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        425        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2265.40438 2103.09340 2391.87197 2396.78625 2388.23952 2399.60024    1.95663    0.31303    2.49778   26.33797    0.04034   34.99639    0.00252    0.17526    0.54216    1.26332    0.19823    3.70006    0.44929    1.35095   -1.80025    0.24741  283.80205  269.84920  921.97018  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        475        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2264.98012 2103.53817 2391.11908 2396.52766 2388.23912 2399.60088    1.90690    0.31295    2.49791   25.54232    0.03910   34.99837    0.00275    0.18619    0.59201    1.32184    0.20650    3.86982    0.49007    1.31014   -1.80021    0.27019  283.24865  270.49407  915.04532  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        525        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2264.57409 2103.96183 2390.39300 2396.28067 2388.23873 2399.60149    1.85941    0.31288    2.49802   24.78235    0.03791   35.00026    0.00298    0.19578    0.63961    1.37322    0.21374    4.01878    0.52901    1.27116   -1.80017    0.29194  282.71955  271.11009  908.41280  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        575        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2264.18589 2104.36504 2389.69267 2396.04498 2388.23836 2399.60208    1.81408    0.31281    2.49814   24.05714    0.03677   35.00206    0.00319    0.20419    0.68503    1.41819    0.22004    4.14905    0.56617    1.23396   -1.80013    0.31269  282.21410  271.69798  902.05779  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        625        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.81511 2104.74842 2389.01702 2395.82032 2388.23801 2399.60264    1.77088    0.31274    2.49824   23.36587    0.03569   35.00378    0.00340    0.21158    0.72833    1.45747    0.22552    4.26274    0.60158    1.19851   -1.80009    0.33248  281.73169  272.25840  895.96627  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        675        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.46137 2105.11255 2388.36504 2395.60642 2388.23767 2399.60317    1.72974    0.31268    2.49835   22.70773    0.03466   35.00542    0.00359    0.21807    0.76954    1.49172    0.23027    4.36183    0.63529    1.16475   -1.80004    0.35131  281.27172  272.79201  890.12494  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        725        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2263.12427 2105.45801 2387.73577 2395.40302 2388.23736 2399.60368    1.69063    0.31261    2.49844   22.08188    0.03369   35.00697    0.00378    0.22378    0.80873    1.52159    0.23439    4.44815    0.66735    1.13265   -1.80000    0.36921  280.83360  273.29946  884.52119  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        775        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.80340 2105.78540 2387.12825 2395.20983 2388.23706 2399.60416    1.65347    0.31256    2.49854   21.48746    0.03276   35.00845    0.00396    0.22881    0.84594    1.54762    0.23795    4.52333    0.69779    1.10216   -1.79995    0.38622  280.41671  273.78144  879.14310  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        825        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.49831 2106.09532 2386.54160 2395.02657 2388.23677 2399.60461    1.61823    0.31250    2.49862   20.92359    0.03189   35.00985    0.00413    0.23325    0.88124    1.57033    0.24104    4.58883    0.72666    1.07324   -1.79990    0.40235  280.02041  274.23866  873.97936  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
        875        324    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.20854 2106.38839 2385.97494 2394.85294 2388.23650 2399.60504    1.58484    0.31245    2.49871   20.38931    0.03106   35.01118    0.00430    0.23717    0.91468    1.59014    0.24371    4.64594    0.75401    1.04583   -1.79985    0.41763  279.64403  274.67188  869.01929  280.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
