      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
       5525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.00336 2099.21915 2358.63317 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.19633  262.51455  663.25862  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.00002 2099.21886 2358.54903 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.18902  262.51415  662.70729  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.99675 2099.21858 2358.46678 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.18187  262.51376  662.16893  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.99356 2099.21831 2358.38639 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.17488  262.51338  661.64324  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.99043 2099.21804 2358.30783 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.16805  262.51300  661.12991  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.98738 2099.21778 2358.23104 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.16138  262.51264  660.62863  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.98440 2099.21752 2358.15599 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.15486  262.51228  660.13911  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.98148 2099.21727 2358.08263 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.14848  262.51193  659.66107  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.97863 2099.21703 2358.01093 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.14225  262.51159  659.19422  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       5975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.97585 2099.21679 2357.94086 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.13616  262.51126  658.73831  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.97313 2099.21656 2357.87237 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.13021  262.51093  658.29305  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.97047 2099.21633 2357.80543 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.12439  262.51061  657.85821  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.96787 2099.21611 2357.74001 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.11870  262.51030  657.43352  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.96532 2099.21589 2357.67606 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.11315  262.51000  657.01874  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.96284 2099.21568 2357.61356 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.10772  262.50970  656.61364  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.96041 2099.21547 2357.55248 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.10241  262.50941  656.21798  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.95804 2099.21526 2357.49278 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.09722  262.50912  655.83153  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.95572 2099.21507 2357.43442 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.09215  262.50885  655.45408  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.95345 2099.21487 2357.37739 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.08719  262.50858  655.08541  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.95124 2099.21468 2357.32165 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.08234  262.50831  654.72532  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.94907 2099.21450 2357.26717 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.07761  262.50805  654.37358  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.94695 2099.21431 2357.21392 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.07298  262.50780  654.03002  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.94488 2099.21414 2357.16187 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.06846  262.50755  653.69443  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.94286 2099.21396 2357.11101 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.06404  262.50731  653.36662  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.94088 2099.21379 2357.06129 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.05972  262.50707  653.04641  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.93895 2099.21363 2357.01270 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.05549  262.50684  652.73362  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.93706 2099.21347 2356.96520 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.05137  262.50661  652.42807  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.93522 2099.21331 2356.91879 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.04733  262.50639  652.12960  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.93341 2099.21315 2356.87342 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.04339  262.50618  651.83803  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       6975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.93165 2099.21300 2356.82907 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.03954  262.50596  651.55320  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.92993 2099.21286 2356.78574 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.03577  262.50576  651.27495  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.92824 2099.21271 2356.74338 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.03209  262.50556  651.00313  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.92660 2099.21257 2356.70198 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.02849  262.50536  650.73759  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.92499 2099.21243 2356.66151 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.02497  262.50517  650.47817  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.92341 2099.21230 2356.62196 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.02154  262.50498  650.22474  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.92188 2099.21217 2356.58331 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.01818  262.50479  649.97715  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.92038 2099.21204 2356.54553 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.01489  262.50461  649.73527  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.91891 2099.21191 2356.50860 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.01168  262.50444  649.49896  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.91747 2099.21179 2356.47251 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.00855  262.50427  649.26809  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.91607 2099.21167 2356.43724 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.00548  262.50410  649.04253  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.91470 2099.21155 2356.40276 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.00248  262.50393  648.82217  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.91336 2099.21144 2356.36907 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.99956  262.50377  648.60687  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.91205 2099.21132 2356.33613 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.99669  262.50362  648.39653  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.91077 2099.21121 2356.30395 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.99390  262.50346  648.19102  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90952 2099.21111 2356.27249 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.99116  262.50331  647.99023  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90829 2099.21100 2356.24174 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.98849  262.50317  647.79405  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90710 2099.21090 2356.21168 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.98588  262.50302  647.60238  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90593 2099.21080 2356.18231 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.98333  262.50288  647.41511  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90479 2099.21070 2356.15360 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.98083  262.50275  647.23213  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       7975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90367 2099.21061 2356.12554 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.97839  262.50261  647.05335  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90258 2099.21051 2356.09812 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.97601  262.50248  646.87867  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90151 2099.21042 2356.07131 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.97368  262.50236  646.70800  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.90047 2099.21033 2356.04511 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.97140  262.50223  646.54123  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89945 2099.21025 2356.01951 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.96918  262.50211  646.37829  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89846 2099.21016 2355.99448 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.96700  262.50199  646.21908  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89749 2099.21008 2355.97002 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.96488  262.50187  646.06351  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89653 2099.20999 2355.94612 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.96280  262.50176  645.91151  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89561 2099.20992 2355.92275 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.96077  262.50165  645.76298  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89470 2099.20984 2355.89991 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.95878  262.50154  645.61785  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89381 2099.20976 2355.87759 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.95684  262.50143  645.47605  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89294 2099.20969 2355.85577 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.95495  262.50133  645.33748  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89209 2099.20961 2355.83445 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.95309  262.50123  645.20208  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89126 2099.20954 2355.81361 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.95128  262.50113  645.06978  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.89045 2099.20947 2355.79324 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.94951  262.50103  644.94050  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.88966 2099.20941 2355.77333 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.94778  262.50094  644.81417  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.88889 2099.20934 2355.75388 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.94609  262.50084  644.69073  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.88813 2099.20927 2355.73486 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.94444  262.50075  644.57011  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       8875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2267.88739 2099.20921 2355.71627 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  285.94282  262.50066  644.45224  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
