      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
      95000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  134.52632  136.60623  136.71669 1972.39985 1972.06484 1972.46532    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     105000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  148.91461  150.99452  151.10499 2180.06907 2179.73406 2180.13454    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     115000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  163.30298  165.38288  165.49335 2387.73829 2387.40328 2387.80377    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     125000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  177.69140  179.77131  179.88178 2595.40752 2595.07251 2595.47299    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     135000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  192.07988  194.15979  194.27026 2803.07674 2802.74173 2803.14222    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     145000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  206.46841  208.54832  208.65879 3010.74597 3010.41096 3010.81144    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     155000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  220.85697  222.93688  223.04735 3218.41519 3218.08018 3218.48066    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     165000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  235.24557  237.32547  237.43595 3426.08441 3425.74940 3426.14989    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     175000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  249.63419  251.71410  251.82457 3633.75364 3633.41863 3633.81911    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     185000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  264.02284  266.10274  266.21322 3841.42286 3841.08785 3841.48834    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     195000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  278.41151  280.49141  280.60189 4049.09209 4048.75708 4049.15756    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     205000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  292.80020  294.88010  294.99058 4256.76131 4256.42630 4256.82678    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     215000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  307.18891  309.26881  309.37929 4464.43053 4464.09552 4464.49601    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     225000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  321.57763  323.65754  323.76802 4672.09976 4671.76475 4672.16523    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     235000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  335.96637  338.04628  338.15675 4879.76898 4879.43397 4879.83446    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     245000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  350.35512  352.43503  352.54551 5087.43821 5087.10320 5087.50368    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     255000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  364.74388  366.82379  366.93427 5295.10743 5294.77242 5295.17290    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     265000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  379.13266  381.21257  381.32305 5502.77665 5502.44164 5502.84213    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     275000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  393.52144  395.60135  395.71183 5710.44588 5710.11087 5710.51135    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     285000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  407.91024  409.99014  410.10063 5918.11510 5917.78009 5918.18058    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     295000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  422.29904  424.37895  424.48943 6125.78433 6125.44931 6125.84980    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     305000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  436.68785  438.76776  438.87824 6333.45355 6333.11854 6333.51902    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     315000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  451.07667  453.15658  453.26706 6541.12277 6540.78776 6541.18825    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     325000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  465.46550  467.54540  467.65589 6748.79200 6748.45699 6748.85747    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     335000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  479.85433  481.93424  482.04472 6956.46122 6956.12621 6956.52670    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     345000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  494.24317  496.32307  496.43356 7164.13045 7163.79543 7164.19592    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     355000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  508.63201  510.71192  510.82240 7371.79967 7371.46466 7371.86514    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     365000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  523.02086  525.10077  525.21125 7579.46889 7579.13388 7579.53437    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     375000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  537.40971  539.48962  539.60010 7787.13812 7786.80311 7787.20359    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     385000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  551.79857  553.87848  553.98896 7994.80734 7994.47233 7994.87282    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     395000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  566.18744  568.26734  568.37783 8202.47656 8202.14155 8202.54204    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     405000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  580.57631  582.65621  582.76669 8410.14579 8409.81078 8410.21126    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     415000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  594.96518  597.04508  597.15557 8617.81501 8617.48000 8617.88049    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     425000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  609.35405  611.43396  611.54444 8825.48424 8825.14923 8825.54971    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     435000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  623.74293  625.82284  625.93332 9033.15346 9032.81845 9033.21894    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     445000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  638.13181  640.21172  640.32220 9240.82268 9240.48767 9240.88816    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     455000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  652.52070  654.60061  654.71109 9448.49191 9448.15690 9448.55738    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     465000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  666.90959  668.98950  669.09998 9656.16113 9655.82612 9656.22661    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     475000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  681.29848  683.37839  683.48887 9863.83036 9863.49535 9863.89583    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     485000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  695.68738  697.76728  697.87777 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     495000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  710.07628  712.15618  712.26667 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     505000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  724.46518  726.54508  726.65557 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     515000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  738.85408  740.93398  741.04447 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     525000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  753.24298  755.32289  755.43337 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     535000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  767.63189  769.71180  769.82228 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     545000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  782.02080  784.10071  784.21119 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     555000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  796.40971  798.48962  798.60010 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     565000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  810.79863  812.87853  812.98902 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     575000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  825.18754  827.26745  827.37793 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     585000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  839.57646  841.65637  841.76685 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     595000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  853.96538  856.04529  856.15577 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     605000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  868.35430  870.43421  870.54469 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     615000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  882.74322  884.82313  884.93362 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     625000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  897.13215  899.21205  899.32254 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     635000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  911.52108  913.60098  913.71147 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     645000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  925.91000  927.98991  928.10039 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
     655000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  940.29893  942.37884  942.48932 ********** ********** **********    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
