      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
          0               2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2200.00000 2100.00000 2400.00000 2350.00000 2350.00000 2400.00000    2.00000    0.00000    2.50000   25.00000    0.00000   35.00000    0.10000    0.10000    0.10000    2.00000    2.00000    2.00000    0.00000    0.00000    0.00000    0.28571  237.33609  313.93736  995.96146  280.00000    2.00000    2.00000    2.00000   10.00000   10.00000   10.00000
       5000        224    2.00000   20.00001    4.00000   34.00001   35.50001   34.75001 2252.58644 2115.45181 2378.02450 2388.81956 2387.80114 2399.48428    0.47689    0.31034    2.51019    2.66091    0.00416   35.19487    5.21349    7.13838    7.24720  103.44579  103.12350  103.51322    1.67455    0.14011   -1.81466    0.92431  268.00197  289.11228  804.75613  280.00008    0.35241    0.08507    0.58774  511.00032  267.01567  628.58753
      15000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15810 2116.82656 2373.47202 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019   19.43029   21.51021   21.62055  311.04606  310.71104  311.11153    1.80178    0.01290   -1.81468    0.99504  266.08735  291.11608  767.43978  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
      25000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15621 2116.82641 2373.42855 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019   33.81424   35.89415   36.00455  518.71528  518.38027  518.78075    1.80178    0.01290   -1.81468    0.99504  266.08359  291.11585  767.10519  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
      35000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42811 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019   48.20021   50.28012   50.39055  726.38450  726.04949  726.44998    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10175  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
      45000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019   62.58708   64.66699   64.77743  934.05373  933.71872  934.11920    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
      55000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019   76.97445   79.05436   79.16481 1141.72295 1141.38794 1141.78843    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
      65000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019   91.36214   93.44205   93.55251 1349.39217 1349.05716 1349.45765    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
      75000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  105.75006  107.82996  107.94042 1557.06140 1556.72639 1557.12687    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
      85000        224    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2251.15619 2116.82641 2373.42810 2388.03826 2387.87974 2399.48582    0.32142    0.31053    2.51052    0.17464    0.00038   35.20019  120.13813  122.21804  122.32850 1764.73062 1764.39561 1764.79610    1.80178    0.01290   -1.81468    0.99504  266.08355  291.11585  767.10171  280.00000    0.36093    0.06355    0.59027  519.61071  258.92548  632.66974
