      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
          0               2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2200.00000 2100.00000 2400.00000 2350.00000 2350.00000 2400.00000    2.00000    0.00000    2.50000   25.00000    0.00000   35.00000    0.10000    0.10000    0.10000    2.00000    2.00000    2.00000    0.00000    0.00000    0.00000    0.28571  237.33609  313.93736  995.96146  280.00000    2.00000    2.00000    2.00000   10.00000   10.00000   10.00000
         25        323    2.00001   20.00009    4.00002   34.00016   35.50016   34.75016 2268.35463 2096.70450 2340.60980 2400.83069 2378.23328 2408.53744    1.85920    0.23009    1.94479   24.55091    0.03573   26.13916    0.00072    0.39262    0.13711    7.78463    0.73296    8.82355    0.12700    1.19935   -1.32635    0.05326  282.20487  272.13218  557.10475  280.00128   47.52349   27.20453   57.93856    2.66301   31.27538   13.88400
         75        222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2285.04060 2133.28753 2212.13641 2424.76591 2411.86056 2427.52282    0.67924    0.30799    0.74053    5.89906    0.01299    6.87994    0.03275    0.97875    0.20991   17.70550    1.09263   17.74539    0.13406    0.44131   -0.57537    0.40920  269.62317  286.54987  176.70965  280.00000  164.93309   92.71821  175.96423    5.62462   56.78467   20.03964
        125        222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2292.09485 2150.23149 2166.80012 2433.85452 2428.60122 2434.16734    0.31059    0.31053    0.31696    0.00125    0.00276    0.10328    0.24277    0.59521    0.26108    3.82497    0.59486    4.04044    0.01428    0.09452   -0.10881    0.98790  266.70024  291.82071  125.34117  280.00000  204.24056  160.33048  205.33274   22.62032   42.28693   23.95173
        175        222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2292.07521 2153.18103 2166.55052 2433.84520 2432.28787 2434.13339    0.31059    0.31059    0.31738    0.00135    0.00140    0.10989    0.25651    0.36046    0.27413    1.00167    0.35982    1.43112    0.01545    0.04804   -0.06350    0.98770  266.67802  291.77162  125.18724  280.00000  186.40895  173.94784  187.47154   23.65776   30.61822   24.90054
        225        222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2292.06099 2153.52196 2166.28263 2433.84232 2432.71615 2434.13071    0.31059    0.31058    0.31735    0.00134    0.00120    0.10940    0.25509    0.32464    0.27328    0.85549    0.32396    1.27073    0.01534    0.04113   -0.05647    0.98773  266.65527  291.76329  125.00272  280.00000  168.42289  160.64959  169.48721   23.55524   28.33226   24.84100
        275        222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2292.06109 2153.65925 2165.99780 2433.85552 2432.89148 2434.13370    0.31059    0.31057    0.31708    0.00129    0.00103    0.10507    0.24856    0.29379    0.26663    0.75036    0.29306    1.14037    0.01473    0.03533   -0.05006    0.98774  266.63265  291.75633  124.80337  280.00000  150.93642  144.96357  151.96166   23.07439   26.25812   24.36413
        325        222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2292.07176 2153.78508 2165.69785 2433.88055 2433.05200 2434.14011    0.31058    0.31056    0.31660    0.00120    0.00088    0.09741    0.23732    0.26549    0.25472    0.65981    0.26472    1.01753    0.01367    0.03017   -0.04384    0.98773  266.61021  291.75015  124.59186  280.00000  134.46448  129.81712  135.42041   22.23366   24.26572   23.49719
        375        222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2292.09079 2153.90423 2165.38747 2433.91486 2433.20358 2434.14914    0.31058    0.31056    0.31596    0.00107    0.00075    0.08717    0.22217    0.24041    0.23834    0.58435    0.23961    0.90539    0.01226    0.02576   -0.03803    0.98770  266.58804  291.74484  124.37198  280.00000  119.45851  115.76679  120.32240   21.07477   22.42191   22.27750
        425        222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2292.11506 2154.01353 2165.07353 2433.95487 2433.34231 2434.15978    0.31057    0.31055    0.31522    0.00093    0.00064    0.07541    0.20432    0.21889    0.21874    0.52358    0.21807    0.80628    0.01066    0.02212   -0.03278    0.98764  266.56624  291.74038  124.14917  280.00000  106.23358  103.16552  106.99269   19.67071   20.77623   20.77523
